customer_id,customer_name,email,registration_date,customer_type
CUST-1061,Kristin Davis,kristin.davis@example.com,2023-03-30,PREMIUM
CUST-1062,Dennis Martinez,dennis.martinez@example.com,2025-02-22,PREMIUM
CUST-1063,Paul Baker,paul.baker@example.com,2024-01-26,PREMIUM
CUST-1064,Mark Watson,mark.watson@example.com,2025-04-21,VIP
CUST-1065,Kaitlyn Harvey,kaitlyn.harvey@example.com,2023-02-01,PREMIUM
CUST-1066,Erin Bishop,erin.bishop@example.com,2023-06-10,VIP
CUST-1067,Madison Marshall,madison.marshall@example.com,2023-08-14,REGULAR
CUST-1068,Marie Wilson,marie.wilson@example.com,2025-02-03,PREMIUM
CUST-1069,Andrew Ferrell,andrew.ferrell@example.com,2025-03-26,VIP
CUST-1070,David Medina,david.medina@example.com,2023-10-30,VIP
CUST-1071,Jacob Avery,jacob.avery@example.com,2023-05-28,PREMIUM
CUST-1072,Kimberly Matthews,kimberly.matthews@example.com,2024-11-24,VIP
CUST-1073,Stacey Pena,stacey.pena@example.com,2024-10-25,PREMIUM
CUST-1074,Lisa Crosby,lisa.crosby@example.com,2025-09-07,REGULAR
CUST-1075,Michael Robinson,michael.robinson@example.com,2024-07-20,VIP
CUST-1076,David Cox,david.cox@example.com,2023-05-25,REGULAR
CUST-1077,Mrs. Stephanie Newman,mrs..stephanie.newman@example.com,2023-02-12,REGULAR
CUST-1078,Donald Donaldson,donald.donaldson@example.com,2024-08-09,VIP
CUST-1079,Samantha Davis,samantha.davis@example.com,2024-02-08,VIP
CUST-1080,Mark Maddox,mark.maddox@example.com,2024-07-14,REGULAR
CUST-1081,Gavin Zhang,gavin.zhang@example.com,2023-11-09,REGULAR
CUST-1082,Christine Gallegos,christine.gallegos@example.com,2025-02-05,VIP
CUST-1083,Laurie Li,laurie.li@example.com,2025-07-14,VIP
CUST-1084,Raymond Kramer,raymond.kramer@example.com,2023-12-19,REGULAR
CUST-1085,Destiny Riggs,destiny.riggs@example.com,2024-02-27,VIP
CUST-1086,Ms. Rebecca Rodriguez,ms..rebecca.rodriguez@example.com,2025-05-21,VIP
CUST-1087,Bonnie Howard,bonnie.howard@example.com,2023-05-26,REGULAR
CUST-1088,Leah Smith,leah.smith@example.com,2023-07-08,REGULAR
CUST-1089,Cameron Fisher,cameron.fisher@example.com,2024-09-23,PREMIUM
CUST-1090,Arthur West,arthur.west@example.com,2023-07-18,REGULAR
CUST-1091,Kevin Hayes,kevin.hayes@example.com,2023-07-05,VIP
CUST-1092,Luis Acosta,luis.acosta@example.com,2025-03-29,VIP
CUST-1093,Mary Turner,mary.turner@example.com,2025-05-22,REGULAR
CUST-1094,Amanda Lutz,amanda.lutz@example.com,2025-05-21,VIP
CUST-1095,Jessica Rodriguez,jessica.rodriguez@example.com,2024-04-17,VIP
CUST-1096,Jill Lam,jill.lam@example.com,2024-07-16,REGULAR
CUST-1097,Charles Martinez,charles.martinez@example.com,2023-10-25,VIP
CUST-1098,Lauren Joseph,lauren.joseph@example.com,2023-03-10,PREMIUM
CUST-1099,Kyle Phillips,kyle.phillips@example.com,2023-04-11,REGULAR
CUST-1100,Jessica Mcguire,jessica.mcguire@example.com,2025-01-13,VIP
CUST-1101,Matthew Rich,matthew.rich@example.com,2024-05-13,PREMIUM
CUST-1102,Sharon Jordan,sharon.jordan@example.com,2024-01-01,REGULAR
CUST-1103,Jennifer Wilcox,jennifer.wilcox@example.com,2024-11-18,VIP
CUST-1104,Nicholas Edwards,nicholas.edwards@example.com,2023-08-29,REGULAR
CUST-1105,David Mckay,david.mckay@example.com,2023-10-19,VIP
CUST-1106,Kara Davis,kara.davis@example.com,2023-03-13,REGULAR
CUST-1107,Jeffrey Garner,jeffrey.garner@example.com,2023-11-22,PREMIUM
CUST-1108,Carlos Brown,carlos.brown@example.com,2024-04-06,PREMIUM
CUST-1109,Kristina Santiago,kristina.santiago@example.com,2024-09-23,VIP
CUST-1110,Shane Pugh,shane.pugh@example.com,2023-11-10,VIP
CUST-1111,Thomas Williams,thomas.williams@example.com,2024-08-21,REGULAR
CUST-1112,Erik Garcia,erik.garcia@example.com,2024-08-02,VIP
CUST-1113,Brittney Olson,brittney.olson@example.com,2024-01-09,PREMIUM
CUST-1114,Hayley Hawkins,hayley.hawkins@example.com,2025-09-08,PREMIUM
CUST-1115,Donald Perez,donald.perez@example.com,2023-06-22,REGULAR
CUST-1116,Justin Saunders,justin.saunders@example.com,2023-11-17,REGULAR
CUST-1117,Megan Hawkins,megan.hawkins@example.com,2025-03-15,REGULAR
CUST-1118,Mary Steele,mary.steele@example.com,2024-12-30,VIP
CUST-1119,Donald Farmer,donald.farmer@example.com,2024-10-18,PREMIUM
CUST-1120,Heather White,heather.white@example.com,2023-10-11,PREMIUM
CUST-1121,Matthew Jones,matthew.jones@example.com,2023-05-18,VIP
CUST-1122,Valerie Davis,valerie.davis@example.com,2025-01-20,PREMIUM
CUST-1123,Jamie Chavez,jamie.chavez@example.com,2025-06-17,PREMIUM
CUST-1124,Eric Nguyen,eric.nguyen@example.com,2024-04-18,PREMIUM
CUST-1125,Linda Ware,linda.ware@example.com,2024-01-03,PREMIUM
CUST-1126,Paul Williams,paul.williams@example.com,2024-05-13,VIP
CUST-1127,Jeremy Coleman,jeremy.coleman@example.com,2023-04-22,REGULAR
CUST-1128,Jennifer Lewis,jennifer.lewis@example.com,2024-10-23,VIP
CUST-1129,Haley Rodriguez,haley.rodriguez@example.com,2023-03-25,PREMIUM
CUST-1130,Leslie Rose,leslie.rose@example.com,2025-05-29,REGULAR
CUST-1131,Daniel Joyce,daniel.joyce@example.com,2025-07-01,VIP
CUST-1132,Dan Dougherty,dan.dougherty@example.com,2023-07-21,PREMIUM
CUST-1133,Pamela Roberts,pamela.roberts@example.com,2025-01-21,VIP
CUST-1134,Jonathan Jordan,jonathan.jordan@example.com,2023-03-20,VIP
CUST-1135,Joseph Hall,joseph.hall@example.com,2023-03-19,REGULAR
CUST-1136,Mary Gomez,mary.gomez@example.com,2025-05-19,VIP
CUST-1137,Patrick Graham,patrick.graham@example.com,2024-10-08,REGULAR
CUST-1138,Blake Edwards,blake.edwards@example.com,2025-04-12,VIP
CUST-1139,Jared Bowman,jared.bowman@example.com,2024-08-15,PREMIUM
CUST-1140,Jared Burch,jared.burchexample.com,2025-02-26,VIP
CUST-1141,Travis Stevens,travis.stevens@example.com,2023-08-06,REGULAR
CUST-1142,Heidi Kim,heidi.kim@example.com,2024-07-18,PREMIUM
CUST-1143,Jeffrey Morales,jeffrey.morales@example.com,2024-07-10,VIP
CUST-1144,Seth Reese,seth.reese@example.com,2024-04-28,VIP
CUST-1145,Richard Jones,richard.jones@example.com,2025-03-04,REGULAR
CUST-1146,Kerry Lee,kerry.lee@example.com,2024-01-10,PREMIUM
CUST-1147,Heather Mullen,heather.mullen@example.com,2023-08-17,VIP
CUST-1148,Brittany Garcia,brittany.garcia@example.com,2025-01-20,PREMIUM
CUST-1149,Christopher Hernandez,christopher.hernandez@example.com,2023-05-18,PREMIUM
CUST-1150,Angela Bean,angela.bean@example.com,2024-05-28,VIP
CUST-1151,Julie Elliott,julie.elliott@example.com,2023-04-03,PREMIUM
CUST-1152,Melanie Macias,melanie.macias@example.com,2024-01-08,VIP
CUST-1153,Victoria Morris,victoria.morris@example.com,2023-01-11,VIP
CUST-1154,Emily Gonzales,emily.gonzales@example.com,2023-09-02,VIP
CUST-1155,Mark Hogan,mark.hogan@example.com,2024-12-01,REGULAR
CUST-1156,Heather Jones,heather.jones@example.com,2025-02-14,VIP
CUST-1157,Andrew Wood,andrew.wood@example.com,2023-05-24,PREMIUM
CUST-1158,Matthew Madden,matthew.madden@example.com,2023-06-13,REGULAR
CUST-1159,Kirk Cruz,kirk.cruz@example.com,2024-08-02,VIP
CUST-1160,Tiffany Stevenson,tiffany.stevenson@,2024-11-06,REGULAR
CUST-1161,Terry Armstrong,terry.armstrong@example.com,2025-01-23,VIP
CUST-1162,Larry Mason,larry.mason@example.com,2024-05-10,PREMIUM
CUST-1163,Joanna Shepherd,joanna.shepherd@example.com,2023-02-11,REGULAR
CUST-1164,Vickie Miller,vickie.miller@example.com,2025-02-18,PREMIUM
CUST-1165,Amanda Zimmerman,amanda.zimmerman@example.com,2023-08-26,REGULAR
CUST-1166,Kelly Bishop MD,kelly.bishop.md@example.com,2023-09-28,PREMIUM
CUST-1167,Jasmine Schroeder,jasmine.schroeder@example.com,2023-08-28,REGULAR
CUST-1168,Amy Mccoy,amy.mccoy@example.com,2024-11-15,REGULAR
CUST-1169,Gary Grant,gary.grant@example.com,2024-06-14,PREMIUM
CUST-1170,David York,david.york@example.com,2024-02-02,PREMIUM
CUST-1171,Lindsey Hernandez,lindsey.hernandez@example.com,2025-07-28,PREMIUM
CUST-1172,Matthew Rangel,matthew.rangel@example.com,2025-06-21,REGULAR
CUST-1173,Matthew Bates,matthew.bates@example.com,2023-02-10,VIP
CUST-1174,Michael Miller,michael.miller@example.com,2023-11-28,REGULAR
CUST-1175,Maria Murphy,maria.murphy@example.com,2024-12-21,VIP
CUST-1176,Michael Valentine,michael.valentine@example.com,2024-10-10,PREMIUM
CUST-1177,Susan Davis DDS,susan.davis.dds@example.com,2025-05-04,VIP
CUST-1178,Alicia Parker,alicia.parker@example.com,2023-09-27,VIP
CUST-1179,Gloria Miranda,gloria.miranda@example.com,2024-07-11,VIP
CUST-1180,Zachary Moore,zachary.moore@example.com,2023-06-28,PREMIUM
CUST-1181,Richard Romero,richard.romero@example.com,2024-10-31,PREMIUM
CUST-1182,Nancy Rose,nancy.rose@example.com,2024-01-10,VIP
CUST-1183,Sherri Williamson,sherri.williamson@example.com,2024-10-31,REGULAR
CUST-1184,Brittany White,brittany.white@example.com,2024-06-13,PREMIUM
CUST-1185,Lori Orr,lori.orr@example.com,2024-01-21,REGULAR
CUST-1186,Amanda Diaz,amanda.diaz@example.com,2024-06-12,PREMIUM
CUST-1187,Tracy Bishop,tracy.bishop@example.com,2023-12-28,PREMIUM
CUST-1188,Rachel Young,rachel.young@example.com,2024-05-13,PREMIUM
CUST-1189,Vincent Mueller,vincent.mueller@example.com,2025-06-27,VIP
CUST-1190,Cheyenne Gregory,cheyenne.gregory@example.com,2023-01-07,VIP
CUST-1191,Jessica Hammond,jessica.hammond@example.com,2025-06-22,REGULAR
CUST-1192,Kathryn Barnes,kathryn.barnes@example.com,2024-03-26,REGULAR
CUST-1193,Curtis Jacobs,curtis.jacobs@example.com,2023-08-24,REGULAR
CUST-1194,Amy Castillo,amy.castillo@example.com,2024-06-10,VIP
CUST-1195,Timothy Dawson,timothy.dawson@example.com,2023-10-15,REGULAR
CUST-1196,Belinda Miller,belinda.miller@example.com,2023-06-03,REGULAR
CUST-1197,Jerry Palmer,jerry.palmer@example.com,2023-06-11,PREMIUM
CUST-1198,Anna Lozano,anna.lozano@example.com,2024-09-08,VIP
CUST-1199,Stacey Arias,stacey.arias@example.com,2025-04-16,REGULAR
CUST-1200,James Brooks,james.brooks@example.com,2024-11-07,REGULAR
CUST-1201,Brad Walker,brad.walker@example.com,2024-02-29,PREMIUM
CUST-1202,Brett Espinoza,brett.espinoza@example.com,2025-01-07,REGULAR
CUST-1203,Charles Johnson,charles.johnson@example.com,2024-05-08,VIP
CUST-1204,Kaitlyn Guerra,kaitlyn.guerra@example.com,2024-05-05,PREMIUM
CUST-1205,Julie Gilbert,julie.gilbert@example.com,2023-08-04,VIP
CUST-1206,Alicia Lewis,alicia.lewis@example.com,2023-06-15,VIP
CUST-1207,Todd Lynch,todd.lynch@example.com,2025-05-03,PREMIUM
CUST-1208,Ricardo Young,ricardo.young@example.com,2023-01-23,REGULAR
CUST-1209,David Fowler,david.fowler@example.com,2023-02-14,REGULAR
CUST-1210,Amy Copeland,amy.copeland@example.com,2024-08-10,VIP
CUST-1211,Mr. Mark Andrews DDS,mr..mark.andrews.dds@example.com,2023-06-14,REGULAR
CUST-1212,Aaron Gomez,aaron.gomez@example.com,2024-10-06,VIP
CUST-1213,Chelsea Barnett,chelsea.barnett@example.com,2023-02-10,VIP
CUST-1214,Heather Ashley,heather.ashley@example.com,2023-05-31,REGULAR
CUST-1215,Rachel Romero,rachel.romero@example.com,2023-06-20,PREMIUM
CUST-1216,Shane Williams,shane.williams@example.com,2025-08-02,REGULAR
CUST-1217,James Burgess,james.burgess@example.com,2024-06-13,PREMIUM
CUST-1218,Austin Allen,austin.allen@example.com,2024-09-05,VIP
CUST-1219,Ashley Perkins,ashley.perkins@example.com,2024-10-14,REGULAR
CUST-1220,Brandi Bell,brandi.bell@example.com,2025-06-18,VIP
CUST-1221,Marvin Greer,marvin.greer@example.com,2025-01-15,VIP
CUST-1222,Veronica Mendoza,veronica.mendoza@example.com,2025-04-21,PREMIUM
CUST-1223,Chad Baldwin,chad.baldwin@example.com,2025-08-27,REGULAR
CUST-1224,Amanda Harris,amanda.harris@example.com,2023-08-10,PREMIUM
CUST-1225,Stacey Stewart,stacey.stewart@example.com,2024-09-13,PREMIUM
CUST-1226,James Ochoa,james.ochoa@example.com,2025-06-07,PREMIUM
CUST-1227,Andrew Lucas,andrew.lucas@example.com,2023-06-24,REGULAR
CUST-1228,Scott Williams,scott.williams@example.com,2025-04-30,PREMIUM
CUST-1229,Denise Lloyd,denise.lloyd@example.com,2024-09-07,REGULAR
CUST-1230,James Gonzales,james.gonzales@example.com,2025-03-24,VIP
CUST-1231,Gina Lopez,gina.lopez@example.com,2025-04-20,REGULAR
CUST-1232,Holly Salinas,holly.salinas@example.com,2024-09-30,VIP
CUST-1233,Bradley Coleman,bradley.coleman@example.com,2024-06-07,PREMIUM
CUST-1234,Zachary White,zachary.white@example.com,2023-06-21,VIP
CUST-1235,Brian Murphy,brian.murphy@example.com,2024-12-03,PREMIUM
CUST-1236,Jeremy Robbins,jeremy.robbins@example.com,2025-08-02,PREMIUM
CUST-1237,Jeremy West,jeremy.west@example.com,2024-09-02,VIP
CUST-1238,Susan Mendez,susan.mendez@example.com,2023-03-12,REGULAR
CUST-1239,Mark Moody,mark.moody@example.com,2024-01-23,PREMIUM
CUST-1240,Michael Sullivan,michael.sullivan@example.com,2023-05-16,REGULAR
CUST-1241,Nicole Moore,nicole.moore@example.com,2023-01-17,REGULAR
CUST-1242,Samuel Gregory,samuel.gregory@example.com,2024-06-19,VIP
CUST-1243,Cameron Young,cameron.young@example.com,2024-12-01,PREMIUM
CUST-1244,Heidi Herring,heidi.herring@example.com,2025-04-26,REGULAR
CUST-1245,Christian Cole,christian.cole@example.com,2024-09-12,REGULAR
CUST-1246,Jeremy Jones,jeremy.jones@example.com,2023-07-01,PREMIUM
CUST-1247,Jacob Edwards,jacob.edwards@example.com,2025-07-12,VIP
CUST-1248,Tyler Johnson,tyler.johnson@example.com,2024-09-06,REGULAR
CUST-1249,Joseph Mcintyre,joseph.mcintyre@example.com,2025-06-17,VIP
CUST-1250,Reginald Padilla,reginald.padilla@example.com,2024-05-30,REGULAR
CUST-1251,Logan Benson,logan.benson@example.com,2023-04-06,PREMIUM
CUST-1252,Mrs. Brandy Jones MD,mrs..brandy.jones.md@example.com,2024-11-06,REGULAR
CUST-1253,Yolanda Cochran,yolanda.cochran@example.com,2025-07-12,VIP
CUST-1254,Victoria Contreras,victoria.contreras@example.com,2024-07-06,REGULAR
CUST-1255,Krista Roberts,krista.roberts@example.com,2025-07-07,VIP
CUST-1256,Christopher Mckinney,christopher.mckinney@example.com,2024-10-26,PREMIUM
CUST-1257,Carrie Ward,carrie.ward@example.com,2024-06-18,PREMIUM
CUST-1258,William Conner,william.conner@example.com,2024-01-15,REGULAR
CUST-1259,Johnny Ward,johnny.ward@example.com,2024-12-15,VIP
CUST-1260,Julie Bird,julie.bird@example.com,2024-03-15,REGULAR
CUST-1261,Stephen Jones,stephen.jones@example.com,2025-08-18,PREMIUM
CUST-1262,Mitchell Mendoza,mitchell.mendoza@example.com,2025-03-19,PREMIUM
CUST-1263,Jason Andrews,jason.andrews@example.com,2023-12-25,VIP
CUST-1264,Evan Jones,evan.jones@example.com,2025-04-03,VIP
CUST-1265,Joseph Anderson,joseph.anderson@example.com,2025-07-18,VIP
CUST-1266,Kristen Matthews,kristen.matthews@example.com,2024-08-12,REGULAR
CUST-1267,Betty Shaw,betty.shaw@,2024-03-11,REGULAR
CUST-1268,Sandra Holmes,sandra.holmes@example.com,2023-09-18,PREMIUM
CUST-1269,Christopher Donovan,christopher.donovan@example.com,2025-02-23,REGULAR
CUST-1270,Travis Stone,travis.stone@example.com,2025-07-20,REGULAR
CUST-1271,Blake Gonzalez,blake.gonzalez@example.com,2023-10-18,VIP
CUST-1272,Denise Weber,denise.weber@example.com,2025-06-16,VIP
CUST-1273,Anna Davidson,anna.davidson@example.com,2024-02-23,PREMIUM
CUST-1274,Lauren Jackson,lauren.jackson@example.com,2023-07-13,REGULAR
CUST-1275,Stephanie Morgan,stephanie.morgan@example.com,2024-12-27,VIP
CUST-1276,Amanda Shields,amanda.shields@example.com,2025-03-19,REGULAR
CUST-1277,Travis Wise,travis.wise@example.com,2024-08-14,VIP
CUST-1278,Daniel Armstrong,daniel.armstrong@example.com,2023-05-01,VIP
CUST-1279,Amanda Small,amanda.small@example.com,2023-01-08,PREMIUM
CUST-1280,Maria Turner,maria.turner@example.com,2024-11-01,REGULAR
CUST-1281,Robert Sullivan,robert.sullivan@example.com,2024-12-05,PREMIUM
CUST-1282,Michael Moore,michael.moore@example.com,2024-02-23,PREMIUM
CUST-1283,John Peterson,john.peterson@example.com,2023-04-20,REGULAR
CUST-1284,Scott Flores,scott.flores@example.com,2024-03-12,VIP
CUST-1285,Haley Ross PhD,haley.ross.phd@example.com,2024-08-22,PREMIUM
CUST-1286,Ashley Allen,ashley.allen@example.com,2023-09-25,VIP
CUST-1287,Jerry Thomas,jerry.thomas@example.com,2024-03-09,VIP
CUST-1288,Tony Lin,tony.lin@example.com,2024-01-10,VIP
CUST-1289,Victor Barrera,victor.barrera@example.com,2023-10-10,VIP
CUST-1290,Taylor Griffith,taylor.griffith@example.com,2024-02-11,REGULAR
CUST-1291,Christopher Ferrell,christopher.ferrell@example.com,2024-02-28,VIP
CUST-1292,Shawn Jimenez,shawn.jimenez@example.com,2025-03-13,VIP
CUST-1293,James Bryant,james.bryant@example.com,2024-05-09,REGULAR
CUST-1294,Kevin Williams,kevin.williamsexample.com,2024-01-15,VIP
CUST-1295,Kyle Cameron,kyle.cameron@example.com,2024-07-22,PREMIUM
CUST-1296,Donna Smith,donna.smith@example.com,2023-09-17,PREMIUM
CUST-1297,Cesar Baker,cesar.baker@example.com,2024-08-14,PREMIUM
CUST-1298,Jamie Williams,jamie.williams@example.com,2025-03-03,VIP
CUST-1299,Justin Cox,justin.cox@example.com,2024-02-12,VIP
CUST-1300,James Cole,james.cole@example.com,2023-05-22,VIP
CUST-1301,Samantha Hanson,samantha.hanson@example.com,2023-05-02,VIP
CUST-1302,Betty Davis,betty.davis@example.com,2023-08-24,PREMIUM
CUST-1303,William Grant,william.grant@example.com,2025-03-12,VIP
CUST-1304,Charles Morrison,charles.morrison@example.com,2025-08-30,REGULAR
CUST-1305,Andrew Williams,andrew.williams@example.com,2023-04-13,REGULAR
CUST-1306,Regina Stone,regina.stone@example.com,2024-06-04,PREMIUM
CUST-1307,Steven Taylor,steven.taylor@example.com,2025-03-15,PREMIUM
CUST-1308,Emily Long,emily.long@example.com,2025-03-31,VIP
CUST-1309,Sarah Wheeler,sarah.wheeler@example.com,2024-09-20,VIP
CUST-1310,Katrina Burns,katrina.burns@example.com,2024-12-01,VIP
CUST-1311,Karen Smith,karen.smithexample.com,2023-02-23,REGULAR
CUST-1312,Brian Butler,brian.butler@example.com,2024-02-03,VIP
CUST-1313,Steven Wiggins,steven.wiggins@example.com,2023-01-06,REGULAR
CUST-1314,Linda Baker,linda.baker@example.com,2025-04-23,REGULAR
CUST-1315,Valerie Lane,valerie.lane@example.com,2024-04-27,VIP
CUST-1316,Anthony Castillo,anthony.castillo@example.com,2024-03-21,REGULAR
CUST-1317,Michelle Hampton,michelle.hampton@example.com,2023-03-07,PREMIUM
CUST-1318,Roberto Allen,roberto.allen@example.com,2023-08-16,PREMIUM
CUST-1319,Melody Lee,melody.lee@example.com,2023-03-23,VIP
CUST-1320,Jason Gutierrez,jason.gutierrez@example.com,2023-02-08,VIP
CUST-1321,Jonathan Carr,jonathan.carr@example.com,2024-01-29,PREMIUM
CUST-1322,Ryan Luna,ryan.luna@example.com,2024-09-20,VIP
CUST-1323,Kelly Hoffman,kelly.hoffman@example.com,2024-06-17,PREMIUM
CUST-1324,Mrs. Jamie Frye DDS,mrs..jamie.frye.dds@example.com,2024-12-29,VIP
CUST-1325,Kimberly Lowe,kimberly.lowe@example.com,2023-02-28,REGULAR
CUST-1326,Melanie Lara,melanie.lara@example.com,2024-10-17,PREMIUM
CUST-1327,John Bernard,john.bernard@example.com,2024-03-25,REGULAR
CUST-1328,Edwin David,edwin.david@example.com,2023-07-26,VIP
CUST-1329,Dr. Michele Vaughn,dr..michele.vaughn@example.com,2025-08-11,VIP
CUST-1330,John Castro DVM,john.castro.dvm@example.com,2023-10-20,REGULAR
CUST-1331,Donna Berry,donna.berry@example.com,2023-02-04,VIP
CUST-1332,Stephanie Foster,stephanie.foster@example.com,2024-06-06,VIP
CUST-1333,Raymond Thomas,raymond.thomas@example.com,2024-12-16,REGULAR
CUST-1334,Tyler Miller,tyler.miller@example.com,2024-09-21,REGULAR
CUST-1335,Mary Burgess,mary.burgess@example.com,2024-11-21,REGULAR
CUST-1336,Ronald Nelson,ronald.nelson@example.com,2024-01-04,REGULAR
CUST-1337,Denise Rodriguez,denise.rodriguez@example.com,2024-11-01,REGULAR
CUST-1338,Cynthia Williams,cynthia.williams@example.com,2025-09-26,REGULAR
CUST-1339,Courtney Hall,courtney.hall@example.com,2023-03-30,PREMIUM
CUST-1340,Gary Kennedy,gary.kennedy@example.com,2025-03-09,PREMIUM
CUST-1341,Brenda Oconnell,brenda.oconnell@example.com,2023-12-28,VIP
CUST-1342,Brooke Delgado,brooke.delgado@example.com,2024-02-09,PREMIUM
CUST-1343,Karen Santos,karen.santos@example.com,2024-08-23,REGULAR
CUST-1344,Donna Mitchell,donna.mitchell@example.com,2024-06-14,REGULAR
CUST-1345,Randy Pearson,randy.pearson@example.com,2025-01-24,VIP
CUST-1346,Parker Jefferson,parker.jefferson@example.com,2023-03-12,REGULAR
CUST-1347,Thomas Butler,thomas.butler@example.com,2024-07-16,PREMIUM
CUST-1348,Taylor Johnson,taylor.johnson@example.com,2025-01-13,VIP
CUST-1349,Rachel Lopez,rachel.lopez@example.com,2025-07-25,VIP
CUST-1350,Shelia Roberts,shelia.roberts@example.com,2023-12-23,PREMIUM
CUST-1351,Edwin Morrison,edwin.morrison@example.com,2025-09-13,PREMIUM
CUST-1352,Frances Gibson,frances.gibson@example.com,2023-08-20,VIP
CUST-1353,Kelly Small,kelly.smallexample.com,2025-09-13,REGULAR
CUST-1354,Jonathan Nelson,jonathan.nelson@example.com,2024-04-10,PREMIUM
